"ch_version","name","value","changed","description","min","max","readonly","type","default","alias_for","is_obsolete"
"24.3.6.31","throw_on_unsupported_query_inside_transaction","1",0,"Throw exception if unsupported query is used inside transaction",\N,\N,0,"Bool","1","",0
"24.3.6.31","wait_changes_become_visible_after_commit_mode","wait_unknown",0,"Wait for committed changes to become actually visible in the latest snapshot",\N,\N,0,"TransactionsWaitCSNMode","wait_unknown","",0
"24.3.6.31","implicit_transaction","0",0,"If enabled and not already inside a transaction, wraps the query inside a full transaction (begin + commit or rollback)",\N,\N,0,"Bool","0","",0
"24.3.6.31","grace_hash_join_initial_buckets","1",0,"Initial number of grace hash join buckets",\N,\N,0,"UInt64","1","",0
"24.3.6.31","grace_hash_join_max_buckets","1024",0,"Limit on the number of grace hash join buckets",\N,\N,0,"UInt64","1024","",0
"24.3.6.31","optimize_distinct_in_order","1",0,"Enable DISTINCT optimization if some columns in DISTINCT form a prefix of sorting. For example, prefix of sorting key in merge tree or ORDER BY statement",\N,\N,0,"Bool","1","",0
"24.3.6.31","keeper_map_strict_mode","0",0,"Enforce additional checks during operations on KeeperMap. E.g. throw an exception on an insert for already existing key",\N,\N,0,"Bool","0","",0
"24.3.6.31","extract_key_value_pairs_max_pairs_per_row","1000",0,"Max number of pairs that can be produced by the `extractKeyValuePairs` function. Used as a safeguard against consuming too much memory.",\N,\N,0,"UInt64","1000","",0
"24.3.6.31","extract_kvp_max_pairs_per_row","1000",0,"Max number of pairs that can be produced by the `extractKeyValuePairs` function. Used as a safeguard against consuming too much memory.",\N,\N,0,"UInt64","1000","extract_key_value_pairs_max_pairs_per_row",0
"24.3.6.31","session_timezone","",0,"This setting can be removed in the future due to potential caveats. It is experimental and is not suitable for production usage. The default timezone for current session or query. The server default timezone if empty.",\N,\N,0,"Timezone","","",0
"24.3.6.31","allow_create_index_without_type","0",0,"Allow CREATE INDEX query without TYPE. Query will be ignored. Made for SQL compatibility tests.",\N,\N,0,"Bool","0","",0
"24.3.6.31","create_index_ignore_unique","0",0,"Ignore UNIQUE keyword in CREATE UNIQUE INDEX. Made for SQL compatibility tests.",\N,\N,0,"Bool","0","",0
"24.3.6.31","print_pretty_type_names","1",0,"Print pretty type names in DESCRIBE query and toTypeName() function",\N,\N,0,"Bool","1","",0
"24.3.6.31","create_table_empty_primary_key_by_default","0",0,"Allow to create *MergeTree tables with empty primary key when ORDER BY and PRIMARY KEY not specified",\N,\N,0,"Bool","0","",0
"24.3.6.31","allow_named_collection_override_by_default","1",0,"Allow named collections' fields override by default.",\N,\N,0,"Bool","1","",0
"24.3.6.31","default_normal_view_sql_security","INVOKER",0,"Allows to set a default value for SQL SECURITY option when creating a normal view.",\N,\N,0,"SQLSecurityType","INVOKER","",0
"24.3.6.31","default_materialized_view_sql_security","DEFINER",0,"Allows to set a default value for SQL SECURITY option when creating a materialized view.",\N,\N,0,"SQLSecurityType","DEFINER","",0
"24.3.6.31","default_view_definer","CURRENT_USER",0,"Allows to set a default value for DEFINER option when creating view.",\N,\N,0,"String","CURRENT_USER","",0
"24.3.6.31","cache_warmer_threads","4",0,"Only available in ClickHouse Cloud. Number of background threads for speculatively downloading new data parts into file cache, when cache_populated_by_fetch is enabled. Zero to disable.",\N,\N,0,"UInt64","4","",0
"24.3.6.31","ignore_cold_parts_seconds","0",0,"Only available in ClickHouse Cloud. Exclude new data parts from SELECT queries until they're either pre-warmed (see cache_populated_by_fetch) or this many seconds old. Only for Replicated-/SharedMergeTree.",\N,\N,0,"Int64","0","",0
"24.3.6.31","prefer_warmed_unmerged_parts_seconds","0",0,"Only available in ClickHouse Cloud. If a merged part is less than this many seconds old and is not pre-warmed (see cache_populated_by_fetch), but all its source parts are available and pre-warmed, SELECT queries will read from those parts instead. Only for ReplicatedMergeTree. Note that this only checks whether CacheWarmer processed the part; if the part was fetched into cache by something else, it'll still be considered cold until CacheWarmer gets to it; if it was warmed, then evicted from cache, it'll still be considered warm.",\N,\N,0,"Int64","0","",0
"24.3.6.31","iceberg_engine_ignore_schema_evolution","0",0,"Ignore schema evolution in Iceberg table engine and read all data using latest schema saved on table creation. Note that it can lead to incorrect result",\N,\N,0,"Bool","0","",0
"24.3.6.31","max_memory_usage_for_all_queries","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","multiple_joins_rewriter_version","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","enable_debug_queries","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","allow_experimental_database_atomic","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_bigint_types","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_window_functions","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_geo_types","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_query_cache","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_alter_materialized_view_structure","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_shared_merge_tree","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","async_insert_stale_timeout_ms","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Milliseconds","0","",1
"24.3.6.31","handle_kafka_error_mode","default",0,"Obsolete setting, does nothing.",\N,\N,0,"StreamingHandleErrorMode","default","",1
"24.3.6.31","database_replicated_ddl_output","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","replication_alter_columns_timeout","60",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","60","",1
"24.3.6.31","odbc_max_field_size","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","allow_experimental_map_type","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","merge_tree_clear_old_temporary_directories_interval_seconds","60",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","60","",1
"24.3.6.31","merge_tree_clear_old_parts_interval_seconds","1",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","1","",1
"24.3.6.31","partial_merge_join_optimizations","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","max_alter_threads","'auto(12)'",0,"Obsolete setting, does nothing.",\N,\N,0,"MaxThreads","'auto(12)'","",1
"24.3.6.31","use_mysql_types_in_show_columns","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","background_buffer_flush_schedule_pool_size","16",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","background_pool_size","16",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","background_merges_mutations_concurrency_ratio","2",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"Float","2","",1
"24.3.6.31","background_move_pool_size","8",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","8","",1
"24.3.6.31","background_fetches_pool_size","8",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","8","",1
"24.3.6.31","background_common_pool_size","8",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","8","",1
"24.3.6.31","background_schedule_pool_size","128",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","128","",1
"24.3.6.31","background_message_broker_schedule_pool_size","16",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","background_distributed_schedule_pool_size","16",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","max_remote_read_network_bandwidth_for_server","0",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","max_remote_write_network_bandwidth_for_server","0",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","async_insert_threads","16",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","max_replicated_fetches_network_bandwidth_for_server","0",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","max_replicated_sends_network_bandwidth_for_server","0",0,"User-level setting is deprecated, and it must be defined in the server configuration instead.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","default_database_engine","Atomic",0,"Obsolete setting, does nothing.",\N,\N,0,"DefaultDatabaseEngine","Atomic","",1
"24.3.6.31","max_pipeline_depth","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","temporary_live_view_timeout","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Seconds","1","",1
"24.3.6.31","async_insert_cleanup_timeout_ms","1000",0,"Obsolete setting, does nothing.",\N,\N,0,"Milliseconds","1000","",1
"24.3.6.31","optimize_fuse_sum_count_avg","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","drain_timeout","3",0,"Obsolete setting, does nothing.",\N,\N,0,"Seconds","3","",1
"24.3.6.31","backup_threads","16",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","restore_threads","16",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","16","",1
"24.3.6.31","optimize_duplicate_order_by_and_distinct","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","parallel_replicas_min_number_of_granules_to_enable","0",0,"Obsolete setting, does nothing.",\N,\N,0,"UInt64","0","",1
"24.3.6.31","query_plan_optimize_projection","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","query_cache_store_results_of_queries_with_nondeterministic_functions","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","optimize_move_functions_out_of_any","0",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","0","",1
"24.3.6.31","allow_experimental_undrop_table_query","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","allow_experimental_s3queue","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","query_plan_optimize_primary_key","1",0,"Obsolete setting, does nothing.",\N,\N,0,"Bool","1","",1
"24.3.6.31","format_csv_delimiter",",",0,"The character to be considered as a delimiter in CSV data. If setting with a string, a string has to have a length of 1.",\N,\N,0,"Char",",","",0
"24.3.6.31","format_csv_allow_single_quotes","0",0,"If it is set to true, allow strings in single quotes.",\N,\N,0,"Bool","0","",0
"24.3.6.31","format_csv_allow_double_quotes","1",0,"If it is set to true, allow strings in double quotes.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_csv_serialize_tuple_into_separate_columns","1",0,"If it set to true, then Tuples in CSV format are serialized as separate columns (that is, their nesting in the tuple is lost)",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_deserialize_separate_columns_into_tuple","1",0,"If it set to true, then separate columns written in CSV format can be deserialized to Tuple column.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_csv_crlf_end_of_line","0",0,"If it is set true, end of line in CSV format will be \r\n instead of \n.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_allow_cr_end_of_line","0",0,"If it is set true, \r will be allowed at end of line not followed by \n",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_enum_as_number","0",0,"Treat inserted enum values in CSV formats as enum indices",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_arrays_as_nested_csv","0",0,"When reading Array from CSV, expect that its elements were serialized in nested CSV and then put into string. Example: ""[""""Hello"""", """"world"""", """"42"""""""" TV""""]"". Braces around array can be omitted.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_skip_unknown_fields","1",0,"Skip columns with unknown names from input data (it works for JSONEachRow, -WithNames, -WithNamesAndTypes and TSKV formats).",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_with_names_use_header","1",0,"For -WithNames input formats this controls whether format parser is to assume that column data appear in the input exactly as they are specified in the header.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_with_types_use_header","1",0,"For -WithNamesAndTypes input formats this controls whether format parser should check if data types from the input match data types from the header.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_import_nested_json","0",0,"Map nested JSON data to nested tables (it works for JSONEachRow format).",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_defaults_for_omitted_fields","1",0,"For input data calculate default expressions for omitted fields (it works for JSONEachRow, -WithNames, -WithNamesAndTypes formats).",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_empty_as_default","1",0,"Treat empty fields in CSV input as default values.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_tsv_empty_as_default","0",0,"Treat empty fields in TSV input as default values.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_tsv_enum_as_number","0",0,"Treat inserted enum values in TSV formats as enum indices.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_null_as_default","1",0,"Initialize null fields with default values if the data type of this field is not nullable and it is supported by the input format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_arrow_case_insensitive_column_matching","0",0,"Ignore case when matching Arrow columns with CH columns.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_orc_row_batch_size","100000",0,"Batch size when reading ORC stripes.",\N,\N,0,"Int64","100000","",0
"24.3.6.31","input_format_orc_case_insensitive_column_matching","0",0,"Ignore case when matching ORC columns with CH columns.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_parquet_case_insensitive_column_matching","0",0,"Ignore case when matching Parquet columns with CH columns.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_parquet_preserve_order","0",0,"Avoid reordering rows when reading from Parquet files. Usually makes it much slower.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_parquet_filter_push_down","1",0,"When reading Parquet files, skip whole row groups based on the WHERE/PREWHERE expressions and min/max statistics in the Parquet metadata.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_allow_seeks","1",0,"Allow seeks while reading in ORC/Parquet/Arrow input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_orc_allow_missing_columns","1",0,"Allow missing columns while reading ORC input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_orc_use_fast_decoder","1",0,"Use a faster ORC decoder implementation.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_orc_filter_push_down","1",0,"When reading ORC files, skip whole stripes or row groups based on the WHERE/PREWHERE expressions, min/max statistics or bloom filter in the ORC metadata.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_parquet_allow_missing_columns","1",0,"Allow missing columns while reading Parquet input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_parquet_local_file_min_bytes_for_seek","8192",0,"Min bytes required for local read (file) to do seek, instead of read with ignore in Parquet input format",\N,\N,0,"UInt64","8192","",0
"24.3.6.31","input_format_arrow_allow_missing_columns","1",0,"Allow missing columns while reading Arrow input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_hive_text_fields_delimiter","",0,"Delimiter between fields in Hive Text File",\N,\N,0,"Char","","",0
"24.3.6.31","input_format_hive_text_collection_items_delimiter","",0,"Delimiter between collection(array or map) items in Hive Text File",\N,\N,0,"Char","","",0
"24.3.6.31","input_format_hive_text_map_keys_delimiter","",0,"Delimiter between a pair of map key/values in Hive Text File",\N,\N,0,"Char","","",0
"24.3.6.31","input_format_msgpack_number_of_columns","0",0,"The number of columns in inserted MsgPack data. Used for automatic schema inference from data.",\N,\N,0,"UInt64","0","",0
"24.3.6.31","output_format_msgpack_uuid_representation","ext",0,"The way how to output UUID in MsgPack format.",\N,\N,0,"MsgPackUUIDRepresentation","ext","",0
"24.3.6.31","input_format_max_rows_to_read_for_schema_inference","25000",0,"The maximum rows of data to read for automatic schema inference",\N,\N,0,"UInt64","25000","",0
"24.3.6.31","input_format_max_bytes_to_read_for_schema_inference","33554432",0,"The maximum bytes of data to read for automatic schema inference",\N,\N,0,"UInt64","33554432","",0
"24.3.6.31","input_format_csv_use_best_effort_in_schema_inference","1",0,"Use some tweaks and heuristics to infer schema in CSV format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_try_infer_numbers_from_strings","0",0,"Try to infer numbers from string fields while schema inference in CSV format",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_try_infer_strings_from_quoted_tuples","1",0,"Interpret quoted tuples in the input data as a value of type String.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_tsv_use_best_effort_in_schema_inference","1",0,"Use some tweaks and heuristics to infer schema in TSV format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_detect_header","1",0,"Automatically detect header with names and types in CSV format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_allow_whitespace_or_tab_as_delimiter","0",0,"Allow to use spaces and tabs(\t) as field delimiter in the CSV strings",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_trim_whitespaces","1",0,"Trims spaces and tabs (\t) characters at the beginning and end in CSV strings",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_csv_use_default_on_bad_values","0",0,"Allow to set default value to column when CSV field deserialization failed on bad value",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_allow_variable_number_of_columns","0",0,"Ignore extra columns in CSV input (if file has more columns than expected) and treat missing fields in CSV input as default values",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_tsv_allow_variable_number_of_columns","0",0,"Ignore extra columns in TSV input (if file has more columns than expected) and treat missing fields in TSV input as default values",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_custom_allow_variable_number_of_columns","0",0,"Ignore extra columns in CustomSeparated input (if file has more columns than expected) and treat missing fields in CustomSeparated input as default values",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_json_compact_allow_variable_number_of_columns","0",0,"Ignore extra columns in JSONCompact(EachRow) input (if file has more columns than expected) and treat missing fields in JSONCompact(EachRow) input as default values",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_tsv_detect_header","1",0,"Automatically detect header with names and types in TSV format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_custom_detect_header","1",0,"Automatically detect header with names and types in CustomSeparated format",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_parquet_skip_columns_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format Parquet",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_parquet_max_block_size","8192",0,"Max block size for parquet reader.",\N,\N,0,"UInt64","8192","",0
"24.3.6.31","input_format_protobuf_skip_fields_with_unsupported_types_in_schema_inference","0",0,"Skip fields with unsupported types while schema inference for format Protobuf",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_capn_proto_skip_fields_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format CapnProto",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_orc_skip_columns_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format ORC",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_arrow_skip_columns_with_unsupported_types_in_schema_inference","0",0,"Skip columns with unsupported types while schema inference for format Arrow",\N,\N,0,"Bool","0","",0
"24.3.6.31","column_names_for_schema_inference","",0,"The list of column names to use in schema inference for formats without column names. The format: 'column1,column2,column3,...'",\N,\N,0,"String","","",0
"24.3.6.31","schema_inference_hints","",0,"The list of column names and types to use in schema inference for formats without column names. The format: 'column_name1 column_type1, column_name2 column_type2, ...'",\N,\N,0,"String","","",0
"24.3.6.31","schema_inference_mode","default",0,"Mode of schema inference. 'default' - assume that all files have the same schema and schema can be inferred from any file, 'union' - files can have different schemas and the resulting schema should be the a union of schemas of all files",\N,\N,0,"SchemaInferenceMode","default","",0
"24.3.6.31","schema_inference_make_columns_nullable","1",0,"If set to true, all inferred types will be Nullable in schema inference for formats without information about nullability.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_read_bools_as_numbers","1",0,"Allow to parse bools as numbers in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_read_bools_as_strings","1",0,"Allow to parse bools as strings in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_try_infer_numbers_from_strings","0",0,"Try to infer numbers from string fields while schema inference",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_json_validate_types_from_metadata","1",0,"For JSON/JSONCompact/JSONColumnsWithMetadata input formats this controls whether format parser should check if data types from input metadata match data types of the corresponding columns from the table",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_read_numbers_as_strings","1",0,"Allow to parse numbers as strings in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_read_objects_as_strings","1",0,"Allow to parse JSON objects as strings in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_read_arrays_as_strings","1",0,"Allow to parse JSON arrays as strings in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_try_infer_named_tuples_from_objects","1",0,"Try to infer named tuples from JSON objects in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_use_string_type_for_ambiguous_paths_in_named_tuples_inference_from_objects","0",0,"Use String type instead of an exception in case of ambiguous paths in JSON objects during named tuples inference",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_json_infer_incomplete_types_as_strings","1",0,"Use type String for keys that contains only Nulls or empty objects/arrays during schema inference in JSON input formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_named_tuples_as_objects","1",0,"Deserialize named tuple columns as JSON objects",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_ignore_unknown_keys_in_named_tuple","1",0,"Ignore unknown keys in json object for named tuples",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_json_defaults_for_missing_elements_in_named_tuple","1",0,"Insert default value in named tuple element if it's missing in json object",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_try_infer_integers","1",0,"Try to infer integers instead of floats while schema inference in text formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_try_infer_dates","1",0,"Try to infer dates from string fields while schema inference in text formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_try_infer_datetimes","1",0,"Try to infer datetimes from string fields while schema inference in text formats",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_try_infer_exponent_floats","0",0,"Try to infer floats in exponential notation while schema inference in text formats (except JSON, where exponent numbers are always inferred)",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_markdown_escape_special_characters","0",0,"Escape special characters in Markdown",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_protobuf_flatten_google_wrappers","0",0,"Enable Google wrappers for regular non-nested columns, e.g. google.protobuf.StringValue 'str' for String column 'str'. For Nullable columns empty wrappers are recognized as defaults, and missing as nulls",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_protobuf_nullables_with_google_wrappers","0",0,"When serializing Nullable columns with Google wrappers, serialize default values as empty wrappers. If turned off, default and null values are not serialized",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_csv_skip_first_lines","0",0,"Skip specified number of lines at the beginning of data in CSV format",\N,\N,0,"UInt64","0","",0
"24.3.6.31","input_format_tsv_skip_first_lines","0",0,"Skip specified number of lines at the beginning of data in TSV format",\N,\N,0,"UInt64","0","",0
"24.3.6.31","input_format_csv_skip_trailing_empty_lines","0",0,"Skip trailing empty lines in CSV format",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_tsv_skip_trailing_empty_lines","0",0,"Skip trailing empty lines in TSV format",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_custom_skip_trailing_empty_lines","0",0,"Skip trailing empty lines in CustomSeparated format",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_native_allow_types_conversion","1",0,"Allow data types conversion in Native input format",\N,\N,0,"Bool","1","",0
"24.3.6.31","date_time_input_format","basic",0,"Method to read DateTime from text input formats. Possible values: 'basic', 'best_effort' and 'best_effort_us'.",\N,\N,0,"DateTimeInputFormat","basic","",0
"24.3.6.31","date_time_output_format","simple",0,"Method to write DateTime to text output. Possible values: 'simple', 'iso', 'unix_timestamp'.",\N,\N,0,"DateTimeOutputFormat","simple","",0
"24.3.6.31","interval_output_format","numeric",0,"Textual representation of Interval. Possible values: 'kusto', 'numeric'.",\N,\N,0,"IntervalOutputFormat","numeric","",0
"24.3.6.31","input_format_ipv4_default_on_conversion_error","0",0,"Deserialization of IPv4 will use default values instead of throwing exception on conversion error.",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_ipv6_default_on_conversion_error","0",0,"Deserialization of IPV6 will use default values instead of throwing exception on conversion error.",\N,\N,0,"Bool","0","",0
"24.3.6.31","bool_true_representation","true",0,"Text to represent bool value in TSV/CSV formats.",\N,\N,0,"String","true","",0
"24.3.6.31","bool_false_representation","false",0,"Text to represent bool value in TSV/CSV formats.",\N,\N,0,"String","false","",0
"24.3.6.31","input_format_values_interpret_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser and try to interpret it as SQL expression.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_values_deduce_templates_of_expressions","1",0,"For Values format: if the field could not be parsed by streaming parser, run SQL parser, deduce template of the SQL expression, try to parse all rows using template and then interpret expression for all rows.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_values_accurate_types_of_literals","1",0,"For Values format: when parsing and interpreting expressions using template, check actual type of literal to avoid possible overflow and precision issues.",\N,\N,0,"Bool","1","",0
"24.3.6.31","input_format_values_allow_data_after_semicolon","0",0,"For Values format: allow extra data after semicolon (used by client to interpret comments).",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_avro_allow_missing_fields","0",0,"For Avro/AvroConfluent format: when field is not found in schema use default value instead of error",\N,\N,0,"Bool","0","",0
"24.3.6.31","input_format_avro_null_as_default","0",0,"For Avro/AvroConfluent format: insert default in case of null and non Nullable column",\N,\N,0,"Bool","0","",0
"24.3.6.31","format_binary_max_string_size","1073741824",0,"The maximum allowed size for String in RowBinary format. It prevents allocating large amount of memory in case of corrupted data. 0 means there is no limit",\N,\N,0,"UInt64","1073741824","",0
"24.3.6.31","format_binary_max_array_size","1073741824",0,"The maximum allowed size for Array in RowBinary format. It prevents allocating large amount of memory in case of corrupted data. 0 means there is no limit",\N,\N,0,"UInt64","1073741824","",0
"24.3.6.31","format_avro_schema_registry_url","",0,"For AvroConfluent format: Confluent Schema Registry URL.",\N,\N,0,"URI","","",0
"24.3.6.31","output_format_json_quote_64bit_integers","1",0,"Controls quoting of 64-bit integers in JSON output format.",\N,\N,0,"Bool","1","",0
"24.3.6.31","output_format_json_quote_denormals","0",0,"Enables '+nan', '-nan', '+inf', '-inf' outputs in JSON output format.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_json_quote_decimals","0",0,"Controls quoting of decimals in JSON output format.",\N,\N,0,"Bool","0","",0
"24.3.6.31","output_format_json_quote_64bit_floats","0",0,"Controls quoting of 64-bit float numbers in JSON output format.",\N,\N,0,"Bool","0","",0
